#TYPE Microsoft.Windows.ServerManager.Commands.Feature
"Name","DisplayName","Description","Installed","InstallState","FeatureType","Path","Depth","DependsOn","Parent","ServerComponentDescriptor","SubFeatures","SystemService","Notification","BestPracticesModelId","EventQuery","PostConfigurationNeeded","AdditionalInfo"
"RSAT-DFS-Mgmt-Con","DFS 管理ツール","DFS 管理スナップイン、DFS レプリケーション サービス、DFS 名前空間 PowerShell コマンド、および dfsutil、dfscmd、dfsdiag、dfsradmin、dfsrdiag のコマンドを含めます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\ファイル サービス ツール\DFS 管理ツール","4","System.String[]","RSAT-File-Services","ServerComponent_RSAT_DFS_Mgmt_Con","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-NFS-Admin","ネットワーク ファイル システム管理ツールのサービス","ネットワーク ファイル システム スナップインおよび nfsadmin、showmount、rpcinfo のコマンドを含めます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\ファイル サービス ツール\ネットワーク ファイル システム管理ツールのサービス","4","System.String[]","RSAT-File-Services","ServerComponent_RSAT_NFS_Admin","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-FSRM-Mgmt","ファイル サーバー リソース マネージャー ツール","ファイル サーバー リソース マネージャー スナップインおよび dirquota、filescrn、storrept のコマンドを含めます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\ファイル サービス ツール\ファイル サーバー リソース マネージャー ツール","4","System.String[]","RSAT-File-Services","ServerComponent_RSAT_FSRM_Mgmt","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-VA-Tools","ボリューム ライセンス認証ツール","ボリューム ライセンス認証ツールを使用すると、キー管理サービス (KMS) または Active directory ドメイン サービスでボリューム ライセンス認証のライセンス キーを管理できます。このツールを使用して、ボリューム ライセンス認証のライセンス キーをインストール、アクティブ化、管理したり、KMS 設定を構成したりできます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\ボリューム ライセンス認証ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_VA_Tools","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-RemoteAccess","リモート アクセス管理ツール","リモート アクセス管理ツールには、リモート アクセスを管理するためのグラフィカル ツールおよび PowerShell ツールが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\リモート アクセス管理ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_RemoteAccess","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-RemoteAccess-PowerShell","Windows PowerShell 用のリモート アクセス モジュール","リモート アクセス プロバイダーとコマンドレットが含まれます。リモート アクセス管理者は、Windows PowerShell 環境および提供ツールを使用して、コマンド ラインでリモート アクセスを管理できます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\リモート アクセス管理ツール\Windows PowerShell 用のリモート アクセス モジュール","4","System.String[]","RSAT-RemoteAccess","ServerComponent_RSAT_RemoteAccess_PowerShell","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-RemoteAccess-Mgmt","リモート アクセス GUI ツールとコマンド ライン ツール","リモート アクセス GUI ツールとコマンド ライン ツールが含まれています。リモート アクセス管理者は、これらのツールを使用してリモート アクセスを管理できます。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\リモート アクセス管理ツール\リモート アクセス GUI ツールとコマンド ライン ツール","4","System.String[]","RSAT-RemoteAccess","ServerComponent_RSAT_RemoteAccess_Mgmt","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"RSAT-Print-Services","印刷とドキュメント サービス ツール","印刷とドキュメント サービス ツールには、印刷の管理スナップインが含まれています。","False","Available","Feature","リモート サーバー管理ツール\役割管理ツール\印刷とドキュメント サービス ツール","3","System.String[]","RSAT-Role-Tools","ServerComponent_RSAT_Print_Services","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Wireless-Networking","ワイヤレス LAN サービス","ワイヤレス LAN (WLAN) サービスは、コンピューターにワイヤレス アダプターがあるかどうかにかかわりなく、WLAN AutoConfig サービスを構成し、開始します。WLAN AutoConfig は、ワイヤレス アダプターを列挙し、ワイヤレス接続と、ワイヤレス クライアントがワイヤレス ネットワークに接続できるよう構成するために必要な設定を含むワイヤレス プロファイルの両方を管理します。","False","Available","Feature","ワイヤレス LAN サービス","1","System.String[]",,"ServerComponent_Wireless_Networking","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"EnhancedStorage","拡張記憶域","拡張記憶域により、拡張記憶装置で利用可能な追加の機能へのアクセスがサポートされます。拡張記憶装置には、装置のデータにアクセスできるユーザーを制御するための組み込みのセキュリティ機能が備わっています。","False","Available","Feature","拡張記憶域","1","System.String[]",,"ServerComponent_EnhancedStorage","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
"Storage-Replica","記憶域レプリカ","記憶域レプリカ機能を使用して、データをレプリケートすることができます。","False","Available","Feature","記憶域レプリカ","1","System.String[]",,"ServerComponent_Storage_Replica","System.String[]","System.String[]","Microsoft.Windows.ServerManager.ServerComponentManager.Internal.Notification[]","","","False","System.Collections.Hashtable"
